Country,Age,YearsCode,EdLevel,WorkExp,Currency,CompTotal,ConvertedCompYearly,Rate,gini_index,Human Development Index (HDI) ,Expected years of schooling,Mean years of schooling,HDI rank
United States,65,49,5,44.0,USD,170000.0,170000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,29,13,5,5.0,USD,124000.0,124000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,59,41,5,30.0,USD,150000.0,150000.0,1.0,41.5,0.927,16.4,13.6,21.0
Spain,21,7,5,2.0,EUR,40000.0,42836.0,0.93,34.3,0.911,17.8,10.6,28.0
Netherlands,29,17,6,12.0,EUR,160000.0,171343.0,0.93,29.2,0.946,18.6,12.6,11.0
United States,29,14,6,12.0,USD,171350.0,171350.0,1.0,41.5,0.927,16.4,13.6,21.0
Poland,29,12,6,7.0,PLN,300000.0,71779.0,4.3,30.2,0.881,15.9,13.2,35.0
United States,39,9,5,23.0,USD,100000.0,100000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,29,16,5,11.0,USD,160000.0,160000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,29,12,5,7.0,USD,108000.0,108000.0,1.0,41.5,0.927,16.4,13.6,21.0
Serbia,29,7,5,5.0,RSD,6000000.0,54823.0,109.0,34.5,0.805,14.5,11.5,60.0
Switzerland,29,24,6,12.0,CHF,107000.0,117931.0,0.9,33.1,0.967,16.6,13.9,1.0
United States,29,8,5,6.0,USD,72000.0,72000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,29,12,5,8.0,USD,210000.0,210000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,39,21,5,13.0,USD,112000.0,112000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,39,24,6,16.0,USD,170000.0,170000.0,1.0,41.5,0.927,16.4,13.6,21.0
Germany,39,18,6,12.0,EUR,60000.0,64254.0,0.93,31.7,0.95,17.3,14.3,7.0
Germany,39,20,0,15.0,EUR,45000.0,48190.0,0.93,31.7,0.95,17.3,14.3,7.0
Brazil,29,13,3,8.0,BRL,117600.0,23858.0,5.01,48.9,0.76,15.6,8.3,84.0
United States,39,10,5,8.0,USD,115000.0,115000.0,1.0,41.5,0.927,16.4,13.6,21.0
Ireland,29,11,6,8.0,EUR,67000.0,71750.0,0.93,30.6,0.95,19.1,11.7,9.0
Mexico,29,4,3,1.0,MXN,96000.0,5496.0,17.1,45.4,0.781,14.5,9.2,83.0
Germany,29,7,6,1.0,EUR,55000.0,58899.0,0.93,31.7,0.95,17.3,14.3,7.0
Serbia,39,25,6,9.0,RSD,6000000.0,54823.0,109.0,34.5,0.805,14.5,11.5,60.0
United States,39,25,5,18.0,USD,150000.0,150000.0,1.0,41.5,0.927,16.4,13.6,21.0
Latvia,29,16,6,7.0,EUR,48000.0,51403.0,0.93,34.5,0.879,16.6,13.3,39.0
Sweden,39,23,5,19.0,SEK,727000.0,66987.0,11.0,29.3,0.952,19.0,12.7,5.0
Brazil,29,7,3,6.0,BRL,500000.0,101438.0,5.01,48.9,0.76,15.6,8.3,84.0
United States,49,31,4,30.0,USD,70000.0,70000.0,1.0,41.5,0.927,16.4,13.6,21.0
Canada,39,28,5,16.0,CAD,145000.0,107810.0,1.36,33.3,0.935,16.0,13.9,16.0
United States,39,21,5,15.0,USD,219000.0,219000.0,1.0,41.5,0.927,16.4,13.6,21.0
Denmark,29,16,6,8.0,DKK,760000.0,109276.0,6.92,27.7,0.952,18.8,13.0,8.0
United Kingdom,29,8,5,2.0,GBP,27000.0,33517.0,0.81,35.1,0.94,17.6,13.4,17.0
Sweden,29,9,6,6.0,SEK,600000.0,55285.0,11.0,29.3,0.952,19.0,12.7,5.0
United States,39,31,6,20.0,USD,200000.0,200000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,21,8,5,3.0,USD,50000.0,50000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,29,25,5,12.0,USD,120000.0,120000.0,1.0,41.5,0.927,16.4,13.6,21.0
Germany,49,29,7,25.0,EUR,75000.0,80317.0,0.93,31.7,0.95,17.3,14.3,7.0
Germany,39,15,7,9.0,EUR,66000.0,70679.0,0.93,31.7,0.95,17.3,14.3,7.0
United States,29,6,6,10.0,USD,140000.0,140000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,39,15,5,15.0,USD,97000.0,97000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,39,15,6,10.0,USD,192000.0,192000.0,1.0,41.5,0.927,16.4,13.6,21.0
Serbia,29,10,5,5.0,RSD,450000.0,4112.0,109.0,34.5,0.805,14.5,11.5,60.0
Brazil,29,17,6,14.0,BRL,250000.0,50719.0,5.01,48.9,0.76,15.6,8.3,84.0
United States,29,7,5,5.0,USD,130000.0,130000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,29,7,3,5.0,USD,105000.0,105000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,59,41,3,40.0,USD,100000.0,100000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,59,41,7,30.0,USD,160000.0,160000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,29,16,5,10.0,USD,150000.0,150000.0,1.0,41.5,0.927,16.4,13.6,21.0
Brazil,29,7,5,2.0,BRL,65000.0,13187.0,5.01,48.9,0.76,15.6,8.3,84.0
United States,29,16,5,7.0,USD,180000.0,180000.0,1.0,41.5,0.927,16.4,13.6,21.0
Romania,29,7,6,5.0,EUR,20000.0,21418.0,0.93,34.8,0.827,14.5,11.4,52.0
United Kingdom,29,21,5,11.0,GBP,70000.0,86897.0,0.81,35.1,0.94,17.6,13.4,17.0
Canada,49,26,5,20.0,CAD,291000.0,216363.0,1.36,33.3,0.935,16.0,13.9,16.0
Pakistan,29,7,5,3.0,PKR,2000000.0,7002.0,287.5,29.6,0.54,7.9,4.4,165.0
United States,29,11,5,10.0,USD,135000.0,135000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,29,8,5,6.0,USD,75000.0,75000.0,1.0,41.5,0.927,16.4,13.6,21.0
Spain,59,41,3,40.0,EUR,70000.0,74963.0,0.93,34.3,0.911,17.8,10.6,28.0
Portugal,29,16,5,12.0,EUR,65000.0,69608.0,0.93,32.8,0.874,16.8,9.6,39.0
United States,29,8,5,7.0,USD,124000.0,124000.0,1.0,41.5,0.927,16.4,13.6,21.0
Germany,29,14,6,5.0,EUR,96000.0,102806.0,0.93,31.7,0.95,17.3,14.3,7.0
Sweden,39,31,6,18.0,SEK,792000.0,72976.0,11.0,29.3,0.952,19.0,12.7,5.0
United States,49,31,3,25.0,USD,166000.0,166000.0,1.0,41.5,0.927,16.4,13.6,21.0
Ireland,29,7,6,2.0,EUR,75000.0,80317.0,0.93,30.6,0.95,19.1,11.7,9.0
Croatia,49,31,6,23.0,EUR,83000.0,88884.0,0.93,28.9,0.878,15.6,12.3,37.0
United States,29,9,5,10.0,USD,182120.0,182120.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,49,13,5,28.0,USD,135000.0,135000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,29,7,6,2.0,USD,93000.0,93000.0,1.0,41.5,0.927,16.4,13.6,21.0
Brazil,21,9,5,3.0,BRL,98000.0,19882.0,5.01,48.9,0.76,15.6,8.3,84.0
Serbia,29,10,3,3.0,EUR,40000.0,42836.0,0.93,34.5,0.805,14.5,11.5,60.0
United States,29,11,5,4.0,USD,120000.0,120000.0,1.0,41.5,0.927,16.4,13.6,21.0
United Kingdom,49,31,6,24.0,GBP,100000.0,124138.0,0.81,35.1,0.94,17.6,13.4,17.0
Germany,29,13,3,15.0,EUR,66000.0,70679.0,0.93,31.7,0.95,17.3,14.3,7.0
Georgia,29,17,6,12.0,USD,160000.0,160000.0,1.0,34.5,0.814,16.7,12.7,59.0
Brazil,29,12,3,9.0,BRL,382600.0,77620.0,5.01,48.9,0.76,15.6,8.3,84.0
United States,29,4,3,3.0,USD,110000.0,110000.0,1.0,41.5,0.927,16.4,13.6,21.0
Argentina,29,14,5,1.0,ARS,2400000.0,9897.0,350.0,42.3,0.849,19.0,11.1,47.0
United Kingdom,39,18,5,17.0,GBP,150000.0,186207.0,0.81,35.1,0.94,17.6,13.4,17.0
Netherlands,29,8,5,4.0,EUR,33000.0,35340.0,0.93,29.2,0.946,18.6,12.6,11.0
Germany,29,10,3,6.0,EUR,49300.0,52795.0,0.93,31.7,0.95,17.3,14.3,7.0
United States,39,22,5,14.0,USD,91000.0,91000.0,1.0,41.5,0.927,16.4,13.6,21.0
Malta,29,17,5,12.0,EUR,65000.0,69608.0,0.93,31.0,0.915,15.9,12.2,25.0
United States,39,31,5,14.0,USD,164000.0,164000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,29,16,5,10.0,USD,206000.0,206000.0,1.0,41.5,0.927,16.4,13.6,21.0
Germany,29,15,4,6.0,EUR,80000.0,85672.0,0.93,31.7,0.95,17.3,14.3,7.0
France,39,19,6,12.0,EUR,64000.0,68537.0,0.93,32.4,0.91,16.0,11.7,27.0
United States,49,31,2,25.0,USD,145000.0,145000.0,1.0,41.5,0.927,16.4,13.6,21.0
Brazil,29,14,5,11.0,BRL,246000.0,49908.0,5.01,48.9,0.76,15.6,8.3,84.0
Germany,59,36,6,24.0,EUR,87000.0,93168.0,0.93,31.7,0.95,17.3,14.3,7.0
Greece,39,21,5,15.0,EUR,90000.0,96381.0,0.93,33.1,0.893,20.0,11.4,33.0
United States,39,23,5,17.0,USD,110000.0,110000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,39,18,5,12.0,USD,185000.0,185000.0,1.0,41.5,0.927,16.4,13.6,21.0
United Kingdom,29,16,5,6.0,GBP,50000.0,62069.0,0.81,35.1,0.94,17.6,13.4,17.0
United States,29,10,5,8.0,USD,165000.0,165000.0,1.0,41.5,0.927,16.4,13.6,21.0
Brazil,21,7,3,2.0,BRL,55600.0,11280.0,5.01,48.9,0.76,15.6,8.3,84.0
United States,29,9,6,7.0,USD,110000.0,110000.0,1.0,41.5,0.927,16.4,13.6,21.0
Nicaragua,39,5,4,4.0,NIO,45000.0,1232.0,36.5,46.2,0.669,12.6,7.3,129.0
United States,29,11,5,6.0,USD,128000.0,128000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,29,14,4,8.0,USD,160000.0,160000.0,1.0,41.5,0.927,16.4,13.6,21.0
Germany,29,9,6,1.0,EUR,55000.0,58899.0,0.93,31.7,0.95,17.3,14.3,7.0
Netherlands,29,9,6,2.0,EUR,50500.0,54080.0,0.93,29.2,0.946,18.6,12.6,11.0
United States,39,36,5,22.0,USD,155000.0,155000.0,1.0,41.5,0.927,16.4,13.6,21.0
Denmark,29,19,6,10.0,USD,160000.0,160000.0,1.0,27.7,0.952,18.8,13.0,8.0
Netherlands,29,11,5,4.0,EUR,58000.0,62112.0,0.93,29.2,0.946,18.6,12.6,11.0
Germany,39,11,3,10.0,EUR,80000.0,85672.0,0.93,31.7,0.95,17.3,14.3,7.0
Mexico,39,26,3,25.0,MXN,500000.0,28625.0,17.1,45.4,0.781,14.5,9.2,83.0
United States,29,17,5,4.0,USD,100000.0,100000.0,1.0,41.5,0.927,16.4,13.6,21.0
United Kingdom,49,6,7,29.0,GBP,45000.0,55862.0,0.81,35.1,0.94,17.6,13.4,17.0
Greece,39,19,5,9.0,EUR,35180.0,37674.0,0.93,33.1,0.893,20.0,11.4,33.0
United States,39,21,5,16.0,USD,150000.0,150000.0,1.0,41.5,0.927,16.4,13.6,21.0
Poland,39,17,5,13.0,PLN,221000.0,52877.0,4.3,30.2,0.881,15.9,13.2,35.0
Switzerland,21,13,5,3.0,CHF,82000.0,90377.0,0.9,33.1,0.967,16.6,13.9,1.0
United States,49,39,5,30.0,USD,206000.0,206000.0,1.0,41.5,0.927,16.4,13.6,21.0
Dominican Republic,29,13,5,9.0,USD,90000.0,90000.0,1.0,39.6,0.766,13.6,9.2,84.0
Ethiopia,29,10,5,7.0,ETB,600000.0,11001.0,55.0,35.0,0.492,9.9,2.4,176.0
Portugal,39,16,5,10.0,EUR,48000.0,51403.0,0.93,32.8,0.874,16.8,9.6,39.0
United States,29,18,7,8.0,USD,132350.0,132350.0,1.0,41.5,0.927,16.4,13.6,21.0
Germany,39,17,5,12.0,EUR,80000.0,85672.0,0.93,31.7,0.95,17.3,14.3,7.0
Romania,29,12,6,10.0,USD,70000.0,70000.0,1.0,34.8,0.827,14.5,11.4,52.0
United States,29,5,3,4.0,USD,100000.0,100000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,49,29,5,25.0,USD,140000.0,140000.0,1.0,41.5,0.927,16.4,13.6,21.0
Germany,29,11,6,4.0,EUR,75000.0,80317.0,0.93,31.7,0.95,17.3,14.3,7.0
United States,59,48,3,47.0,USD,133000.0,133000.0,1.0,41.5,0.927,16.4,13.6,21.0
Germany,39,24,4,23.0,EUR,55000.0,58899.0,0.93,31.7,0.95,17.3,14.3,7.0
Canada,49,24,2,25.0,CAD,120000.0,89222.0,1.36,33.3,0.935,16.0,13.9,16.0
United States,29,11,5,4.0,USD,175000.0,175000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,49,6,5,39.0,USD,53000.0,53000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,39,26,5,20.0,USD,212000.0,212000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,49,32,5,20.0,USD,147000.0,147000.0,1.0,41.5,0.927,16.4,13.6,21.0
Canada,39,20,3,16.0,CAD,72000.0,53533.0,1.36,33.3,0.935,16.0,13.9,16.0
United States,59,31,5,30.0,USD,200000.0,200000.0,1.0,41.5,0.927,16.4,13.6,21.0
Netherlands,39,23,5,19.0,EUR,60000.0,64254.0,0.93,29.2,0.946,18.6,12.6,11.0
Germany,29,11,6,3.0,EUR,87500.0,93703.0,0.93,31.7,0.95,17.3,14.3,7.0
United States,21,6,4,2.0,USD,110000.0,110000.0,1.0,41.5,0.927,16.4,13.6,21.0
Canada,29,25,4,17.0,CAD,120000.0,89222.0,1.36,33.3,0.935,16.0,13.9,16.0
United Kingdom,49,21,5,20.0,GBP,95000.0,117931.0,0.81,35.1,0.94,17.6,13.4,17.0
South Africa,29,8,5,3.0,ZAR,506000.0,26247.0,19.2,63.0,0.717,14.3,11.6,105.0
Germany,29,12,6,6.0,EUR,58000.0,62112.0,0.93,31.7,0.95,17.3,14.3,7.0
Russian Federation,39,25,6,15.0,USD,230000.0,230000.0,1.0,36.0,0.821,15.7,12.4,55.0
Netherlands,29,9,6,10.0,EUR,50000.0,53545.0,0.93,29.2,0.946,18.6,12.6,11.0
Canada,29,20,5,10.0,CAD,135000.0,100374.0,1.36,33.3,0.935,16.0,13.9,16.0
United States,39,27,5,22.0,USD,120000.0,120000.0,1.0,41.5,0.927,16.4,13.6,21.0
Poland,39,24,6,15.0,PLN,400000.0,95705.0,4.3,30.2,0.881,15.9,13.2,35.0
United States,59,30,6,25.0,USD,85000.0,85000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,49,33,6,35.0,USD,140000.0,140000.0,1.0,41.5,0.927,16.4,13.6,21.0
Germany,29,14,3,6.0,EUR,60000.0,64254.0,0.93,31.7,0.95,17.3,14.3,7.0
Poland,39,26,6,25.0,PLN,720000.0,172268.0,4.3,30.2,0.881,15.9,13.2,35.0
Canada,29,10,6,4.0,CAD,120000.0,89222.0,1.36,33.3,0.935,16.0,13.9,16.0
United States,39,8,6,6.0,USD,140000.0,140000.0,1.0,41.5,0.927,16.4,13.6,21.0
Spain,39,6,6,5.0,EUR,45000.0,48190.0,0.93,34.3,0.911,17.8,10.6,28.0
Costa Rica,29,17,5,8.0,USD,42400.0,42400.0,1.0,49.3,0.806,16.1,8.8,60.0
Switzerland,29,12,5,13.0,CHF,100000.0,110216.0,0.9,33.1,0.967,16.6,13.9,1.0
United States,39,16,5,21.0,USD,80000.0,80000.0,1.0,41.5,0.927,16.4,13.6,21.0
Israel,49,39,6,29.0,ILS,414000.0,110654.0,3.8,38.6,0.915,15.0,13.4,26.0
United States,29,11,5,6.0,USD,160000.0,160000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,49,39,5,28.0,USD,146000.0,146000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,29,26,6,8.0,USD,141000.0,141000.0,1.0,41.5,0.927,16.4,13.6,21.0
Norway,49,26,6,27.0,NOK,1000000.0,90613.0,10.7,27.7,0.966,18.6,13.1,2.0
Spain,39,11,0,13.0,EUR,60000.0,64254.0,0.93,34.3,0.911,17.8,10.6,28.0
Romania,29,7,6,6.0,RON,300000.0,64732.0,4.6,34.8,0.827,14.5,11.4,52.0
Uruguay,49,36,4,25.0,UYU,1792000.0,46226.0,38.0,40.2,0.83,17.4,9.1,56.0
Netherlands,39,26,1,21.0,EUR,180000.0,192761.0,0.93,29.2,0.946,18.6,12.6,11.0
Romania,29,14,0,7.0,RON,144000.0,31072.0,4.6,34.8,0.827,14.5,11.4,52.0
Switzerland,39,11,7,5.0,CHF,160450.0,176842.0,0.9,33.1,0.967,16.6,13.9,1.0
Canada,49,43,7,35.0,CAD,270000.0,200749.0,1.36,33.3,0.935,16.0,13.9,16.0
United Kingdom,29,7,6,5.0,GBP,73500.0,91242.0,0.81,35.1,0.94,17.6,13.4,17.0
United States,39,18,5,11.0,USD,80000.0,80000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,29,16,5,7.0,USD,160000.0,160000.0,1.0,41.5,0.927,16.4,13.6,21.0
Argentina,39,21,5,20.0,USD,1500.0,1500.0,1.0,42.3,0.849,19.0,11.1,47.0
Germany,39,9,5,18.0,EUR,65000.0,69608.0,0.93,31.7,0.95,17.3,14.3,7.0
United States,39,16,5,13.0,USD,185000.0,185000.0,1.0,41.5,0.927,16.4,13.6,21.0
Israel,49,26,5,20.0,ILS,540000.0,144331.0,3.8,38.6,0.915,15.0,13.4,26.0
United States,29,11,6,15.0,USD,210000.0,210000.0,1.0,41.5,0.927,16.4,13.6,21.0
France,49,39,6,28.0,EUR,140000.0,149925.0,0.93,32.4,0.91,16.0,11.7,27.0
United States,29,12,6,4.0,USD,131000.0,131000.0,1.0,41.5,0.927,16.4,13.6,21.0
Canada,39,21,7,15.0,CAD,150000.0,111527.0,1.36,33.3,0.935,16.0,13.9,16.0
United States,39,21,3,15.0,USD,190000.0,190000.0,1.0,41.5,0.927,16.4,13.6,21.0
United Kingdom,49,31,5,23.0,GBP,70000.0,86897.0,0.81,35.1,0.94,17.6,13.4,17.0
United States,29,16,3,10.0,USD,134000.0,134000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,39,17,5,15.0,USD,80000.0,80000.0,1.0,41.5,0.927,16.4,13.6,21.0
Greece,29,6,5,4.0,EUR,22000.0,23560.0,0.93,33.1,0.893,20.0,11.4,33.0
Netherlands,39,10,6,7.0,EUR,74000.0,79246.0,0.93,29.2,0.946,18.6,12.6,11.0
United Kingdom,29,15,6,14.0,GBP,54000.0,67035.0,0.81,35.1,0.94,17.6,13.4,17.0
Portugal,29,14,2,10.0,EUR,47000.0,50332.0,0.93,32.8,0.874,16.8,9.6,39.0
United States,29,7,4,15.0,USD,131000.0,131000.0,1.0,41.5,0.927,16.4,13.6,21.0
Canada,39,8,5,1.0,CAD,42000.0,31228.0,1.36,33.3,0.935,16.0,13.9,16.0
Switzerland,39,24,6,23.0,CHF,110000.0,121238.0,0.9,33.1,0.967,16.6,13.9,1.0
Portugal,49,35,5,26.0,EUR,70000.0,74963.0,0.93,32.8,0.874,16.8,9.6,39.0
United Kingdom,29,6,5,5.0,GBP,45000.0,55862.0,0.81,35.1,0.94,17.6,13.4,17.0
Bulgaria,49,27,6,24.0,BGN,100000.0,54742.0,1.82,40.3,0.799,13.9,11.4,70.0
Tunisia,39,14,6,9.0,TND,80000.0,25695.0,3.1,32.8,0.732,14.6,8.0,101.0
Greece,29,18,5,8.0,EUR,45000.0,48190.0,0.93,33.1,0.893,20.0,11.4,33.0
Germany,29,17,2,6.0,EUR,52500.0,56222.0,0.93,31.7,0.95,17.3,14.3,7.0
Germany,29,6,7,7.0,EUR,60000.0,64254.0,0.93,31.7,0.95,17.3,14.3,7.0
Mexico,39,13,6,7.0,MXN,1000000.0,57249.0,17.1,45.4,0.781,14.5,9.2,83.0
Poland,29,17,5,11.0,PLN,50000.0,11963.0,4.3,30.2,0.881,15.9,13.2,35.0
United States,39,25,4,11.0,USD,96000.0,96000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,39,25,5,20.0,USD,125000.0,125000.0,1.0,41.5,0.927,16.4,13.6,21.0
Germany,29,26,5,5.0,EUR,35000.0,37481.0,0.93,31.7,0.95,17.3,14.3,7.0
Sweden,29,18,6,13.0,EUR,130000.0,139216.0,0.93,29.3,0.952,19.0,12.7,5.0
Austria,39,18,6,11.0,EUR,115000.0,123153.0,0.93,30.2,0.926,16.4,12.3,22.0
United States,39,16,5,7.0,USD,135000.0,135000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,49,24,5,23.0,USD,170000.0,170000.0,1.0,41.5,0.927,16.4,13.6,21.0
Mexico,39,14,4,11.0,MXN,880000.0,50379.0,17.1,45.4,0.781,14.5,9.2,83.0
United States,29,17,6,5.0,USD,97660.0,97660.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,29,10,5,6.0,USD,81000.0,81000.0,1.0,41.5,0.927,16.4,13.6,21.0
Poland,29,4,6,5.0,PLN,300000.0,71779.0,4.3,30.2,0.881,15.9,13.2,35.0
Germany,39,21,0,20.0,EUR,45000.0,48190.0,0.93,31.7,0.95,17.3,14.3,7.0
United States,59,39,5,30.0,USD,135000.0,135000.0,1.0,41.5,0.927,16.4,13.6,21.0
Germany,39,19,5,12.0,EUR,129000.0,138146.0,0.93,31.7,0.95,17.3,14.3,7.0
Mexico,29,6,3,2.0,MXN,276000.0,15801.0,17.1,45.4,0.781,14.5,9.2,83.0
United States,29,16,5,10.0,USD,180000.0,180000.0,1.0,41.5,0.927,16.4,13.6,21.0
Brazil,29,16,5,10.0,BRL,145000.0,29417.0,5.01,48.9,0.76,15.6,8.3,84.0
Finland,39,17,6,11.0,EUR,77000.0,82459.0,0.93,27.7,0.942,19.2,12.9,11.0
United States,49,11,6,30.0,USD,115000.0,115000.0,1.0,41.5,0.927,16.4,13.6,21.0
Malta,39,31,5,12.0,EUR,47000.0,50332.0,0.93,31.0,0.915,15.9,12.2,25.0
Greece,29,18,6,9.0,EUR,32500.0,34804.0,0.93,33.1,0.893,20.0,11.4,33.0
United States,29,11,6,4.0,USD,145000.0,145000.0,1.0,41.5,0.927,16.4,13.6,21.0
Sweden,39,21,5,15.0,SEK,737000.0,67908.0,11.0,29.3,0.952,19.0,12.7,5.0
Canada,29,15,5,6.0,CAD,150000.0,111527.0,1.36,33.3,0.935,16.0,13.9,16.0
Germany,59,37,3,28.0,EUR,70000.0,74963.0,0.93,31.7,0.95,17.3,14.3,7.0
Switzerland,29,7,6,9.0,CHF,120000.0,132260.0,0.9,33.1,0.967,16.6,13.9,1.0
Netherlands,21,10,0,7.0,EUR,40801.0,43694.0,0.93,29.2,0.946,18.6,12.6,11.0
Mexico,29,8,5,7.0,MXN,170000.0,9732.0,17.1,45.4,0.781,14.5,9.2,83.0
Cyprus,29,14,5,9.0,EUR,53000.0,56757.0,0.93,31.2,0.907,16.2,12.4,29.0
United Kingdom,39,23,5,20.0,GBP,60000.0,74483.0,0.81,35.1,0.94,17.6,13.4,17.0
United States,29,11,6,3.0,USD,65000.0,65000.0,1.0,41.5,0.927,16.4,13.6,21.0
Germany,29,11,6,8.0,EUR,110000.0,117798.0,0.93,31.7,0.95,17.3,14.3,7.0
Hungary,49,5,6,20.0,HUF,7500000.0,21753.0,358.0,30.0,0.851,15.1,12.2,46.0
United Kingdom,21,11,5,2.0,GBP,28300.0,35131.0,0.81,35.1,0.94,17.6,13.4,17.0
United Kingdom,39,24,5,17.0,GBP,120000.0,148966.0,0.81,35.1,0.94,17.6,13.4,17.0
United States,39,4,5,3.0,USD,125000.0,125000.0,1.0,41.5,0.927,16.4,13.6,21.0
India,29,9,6,3.0,INR,500000.0,6058.0,83.0,35.7,0.644,12.6,6.6,135.0
United States,29,12,5,7.0,USD,110000.0,110000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,39,21,1,20.0,USD,155000.0,155000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,29,15,5,10.0,USD,121000.0,121000.0,1.0,41.5,0.927,16.4,13.6,21.0
Guyana,21,9,5,4.0,GYD,2843904.0,13468.0,0.0,45.1,0.742,13.0,8.6,105.0
United States,39,23,5,18.0,USD,165000.0,165000.0,1.0,41.5,0.927,16.4,13.6,21.0
Canada,49,26,5,29.0,CAD,70000.0,52046.0,1.36,33.3,0.935,16.0,13.9,16.0
Germany,29,19,5,4.0,EUR,110000.0,117798.0,0.93,31.7,0.95,17.3,14.3,7.0
United Kingdom,29,10,5,4.0,GBP,70350.0,87331.0,0.81,35.1,0.94,17.6,13.4,17.0
Canada,39,19,5,13.0,CAD,196000.0,145729.0,1.36,33.3,0.935,16.0,13.9,16.0
Brazil,39,28,6,20.0,BRL,130000.0,26374.0,5.01,48.9,0.76,15.6,8.3,84.0
United States,29,13,5,9.0,USD,201000.0,201000.0,1.0,41.5,0.927,16.4,13.6,21.0
Finland,21,4,3,1.0,EUR,20000.0,21418.0,0.93,27.7,0.942,19.2,12.9,11.0
Italy,39,6,5,12.0,EUR,32000.0,34269.0,0.93,35.2,0.906,16.7,10.7,30.0
United States,29,10,5,4.0,USD,105000.0,105000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,29,9,5,6.0,USD,145000.0,145000.0,1.0,41.5,0.927,16.4,13.6,21.0
Italy,39,19,6,11.0,EUR,52000.0,55687.0,0.93,35.2,0.906,16.7,10.7,30.0
United States,49,43,5,25.0,USD,160000.0,160000.0,1.0,41.5,0.927,16.4,13.6,21.0
Netherlands,21,10,5,7.0,EUR,48000.0,51403.0,0.93,29.2,0.946,18.6,12.6,11.0
United States,39,13,5,6.0,USD,95000.0,95000.0,1.0,41.5,0.927,16.4,13.6,21.0
Sweden,49,28,6,22.0,SEK,660000.0,60813.0,11.0,29.3,0.952,19.0,12.7,5.0
Colombia,29,13,4,10.0,COP,200000000.0,46049.0,4030.0,54.2,0.758,14.4,8.9,89.0
Germany,39,21,6,9.0,EUR,69000.0,73892.0,0.93,31.7,0.95,17.3,14.3,7.0
United States,29,11,5,10.0,USD,100000.0,100000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,39,7,5,6.0,USD,90000.0,90000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,39,10,6,9.0,USD,195000.0,195000.0,1.0,41.5,0.927,16.4,13.6,21.0
Canada,39,31,5,20.0,CAD,120000.0,89222.0,1.36,33.3,0.935,16.0,13.9,16.0
United States,29,12,5,5.0,USD,200000.0,200000.0,1.0,41.5,0.927,16.4,13.6,21.0
Netherlands,49,25,5,24.0,EUR,80000.0,85672.0,0.93,29.2,0.946,18.6,12.6,11.0
Cyprus,29,17,6,11.0,EUR,100000.0,107090.0,0.93,31.2,0.907,16.2,12.4,29.0
United States,29,9,6,7.0,USD,155000.0,155000.0,1.0,41.5,0.927,16.4,13.6,21.0
Canada,39,23,6,16.0,CAD,125000.0,92939.0,1.36,33.3,0.935,16.0,13.9,16.0
Netherlands,21,8,3,2.0,EUR,2500.0,2677.0,0.93,29.2,0.946,18.6,12.6,11.0
Spain,49,39,5,25.0,EUR,55000.0,58899.0,0.93,34.3,0.911,17.8,10.6,28.0
United States,39,26,5,25.0,USD,165000.0,165000.0,1.0,41.5,0.927,16.4,13.6,21.0
Brazil,39,22,5,19.0,BRL,600000.0,121726.0,5.01,48.9,0.76,15.6,8.3,84.0
